paperless_billing,internet_service,online_security,premium_tech_support,unlimited_data,age_bins,family_size_bins,number_of_referrals_bins,contract,offer,payment_method,internet_type,total_of_services_add,tenure_in_months_bins,monthly_charge,churn_value
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,3,0,89.55,1
Yes,Yes,Yes,No,Yes,4,0,3,One Year,Offer B,Bank Withdrawal,Fiber Optic,6,3,93.65,0
Yes,Yes,No,No,Yes,3,0,0,One Year,None,Bank Withdrawal,DSL,6,3,80.55,0
Yes,Yes,No,No,No,1,0,0,Month-to-Month,None,Bank Withdrawal,Cable,4,3,91.15,1
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,3,1,70.3,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer E,Credit Card,Fiber Optic,3,0,71.45,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,2,81.9,0
Yes,Yes,Yes,No,No,3,0,0,One Year,Offer B,Credit Card,Cable,5,3,78.75,0
Yes,Yes,No,Yes,Yes,3,1,3,Two Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,98.65,0
Yes,Yes,Yes,No,Yes,0,0,0,One Year,Offer C,Mailed Check,DSL,3,2,50.6,0
Yes,Yes,No,No,No,3,0,0,Month-to-Month,Offer E,Mailed Check,Cable,3,0,50.6,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer C,Credit Card,Fiber Optic,4,3,73.95,1
No,Yes,No,Yes,Yes,4,0,1,Two Year,None,Credit Card,Fiber Optic,6,4,105.4,0
Yes,No,No,No,No,1,0,0,Two Year,None,Credit Card,None,2,3,25.3,0
Yes,Yes,No,Yes,Yes,3,0,0,Two Year,None,Credit Card,Fiber Optic,6,4,86.4,0
Yes,Yes,No,No,Yes,0,1,0,One Year,Offer D,Credit Card,Fiber Optic,6,2,104.15,0
No,No,No,No,No,0,1,2,Month-to-Month,Offer E,Credit Card,None,1,1,20.45,0
Yes,No,No,No,No,3,0,0,One Year,None,Credit Card,None,1,1,19.8,0
No,Yes,Yes,No,Yes,1,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,91.7,0
No,No,No,No,No,3,0,0,Two Year,Offer D,Credit Card,None,1,1,20.4,0
Yes,Yes,No,Yes,Yes,3,0,3,Two Year,Offer B,Credit Card,Fiber Optic,6,4,105.85,0
No,No,No,No,No,2,0,0,Month-to-Month,None,Credit Card,None,1,2,19.6,0
Yes,Yes,Yes,No,Yes,0,0,2,Two Year,Offer A,Credit Card,Fiber Optic,7,4,110.65,0
No,No,No,No,No,0,1,3,Two Year,None,Credit Card,None,2,3,25.25,0
No,Yes,Yes,Yes,Yes,3,0,2,One Year,None,Credit Card,Fiber Optic,6,2,105.95,1
Yes,Yes,No,No,Yes,3,2,3,One Year,Offer B,Credit Card,Fiber Optic,6,3,95.7,0
Yes,No,No,No,No,1,0,0,One Year,None,Credit Card,None,1,0,19.45,0
Yes,Yes,Yes,Yes,No,2,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,3,103.75,1
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,2,80.85,1
Yes,Yes,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,106.3,1
No,Yes,Yes,Yes,Yes,3,1,0,Month-to-Month,None,Credit Card,DSL,4,3,45.8,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,3,3,91.55,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,3,0,29.6,1
Yes,Yes,Yes,Yes,Yes,4,0,3,Two Year,None,Bank Withdrawal,DSL,7,3,85.65,0
No,Yes,No,Yes,Yes,1,1,0,One Year,None,Bank Withdrawal,DSL,4,3,54.85,0
Yes,Yes,No,No,No,0,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,90.05,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Mailed Check,Cable,2,0,24.45,1
No,Yes,Yes,No,Yes,2,0,0,Month-to-Month,Offer E,Credit Card,DSL,4,0,50.95,0
Yes,Yes,Yes,Yes,Yes,3,2,0,Two Year,None,Bank Withdrawal,Fiber Optic,8,4,114.0,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Credit Card,Fiber Optic,6,3,102.65,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Mailed Check,DSL,3,0,51.0,1
Yes,No,No,No,No,0,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,19.6,1
No,No,No,No,No,1,0,0,Two Year,None,Credit Card,None,1,3,19.4,0
No,No,No,No,No,0,0,0,Two Year,None,Bank Withdrawal,None,2,4,24.55,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,2,0,35.9,1
Yes,No,No,No,No,3,1,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.15,1
Yes,Yes,Yes,Yes,Yes,3,1,2,One Year,Offer B,Bank Withdrawal,DSL,8,4,79.4,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,2,69.95,0
Yes,Yes,Yes,Yes,Yes,0,0,2,One Year,Offer D,Credit Card,DSL,6,2,57.75,0
Yes,Yes,No,Yes,No,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,2,111.2,1
Yes,Yes,Yes,Yes,Yes,3,0,3,Two Year,Offer A,Credit Card,Fiber Optic,7,4,109.95,0
No,No,No,No,No,4,0,0,One Year,None,Bank Withdrawal,None,1,2,20.5,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,79.95,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,5,3,100.05,0
Yes,Yes,Yes,No,Yes,1,0,0,Two Year,Offer C,Mailed Check,Cable,5,3,55.65,0
Yes,Yes,Yes,No,Yes,1,0,3,Two Year,Offer B,Mailed Check,DSL,6,4,69.55,0
Yes,Yes,Yes,No,Yes,3,0,0,One Year,None,Bank Withdrawal,Cable,6,4,106.0,1
Yes,No,No,No,No,1,0,0,One Year,None,Credit Card,None,2,2,24.8,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,1,86.25,1
Yes,No,No,No,No,3,1,3,Two Year,None,Credit Card,None,2,3,25.4,0
No,No,No,No,No,0,2,0,Two Year,None,Bank Withdrawal,None,1,3,19.3,0
Yes,Yes,No,No,Yes,3,1,3,Two Year,Offer A,Credit Card,Fiber Optic,6,4,95.75,0
Yes,Yes,No,No,Yes,1,1,1,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,95.15,0
No,Yes,No,No,Yes,0,1,0,One Year,Offer C,Bank Withdrawal,Cable,5,3,77.2,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Credit Card,DSL,2,0,36.45,1
No,Yes,No,No,Yes,1,0,0,One Year,Offer B,Credit Card,Fiber Optic,3,3,87.55,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,86.25,0
Yes,Yes,No,Yes,Yes,4,0,2,One Year,None,Credit Card,Fiber Optic,7,4,108.1,0
Yes,Yes,No,No,No,3,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,2,2,91.1,1
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,None,Mailed Check,Cable,4,1,44.55,0
Yes,No,No,No,No,2,2,0,Two Year,None,Bank Withdrawal,None,1,3,20.35,0
No,No,No,No,No,0,1,3,Month-to-Month,None,Credit Card,None,1,3,20.45,0
Yes,Yes,No,Yes,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,7,3,99.9,0
Yes,Yes,No,No,Yes,3,0,0,One Year,Offer C,Bank Withdrawal,Fiber Optic,6,3,104.8,0
Yes,Yes,No,No,No,1,0,3,One Year,Offer B,Bank Withdrawal,DSL,5,4,79.8,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,75.25,1
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,Offer D,Credit Card,Cable,4,2,61.55,0
Yes,Yes,Yes,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,DSL,5,3,59.45,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,3,2,69.8,0
Yes,Yes,No,Yes,No,3,0,2,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,1,90.25,0
Yes,Yes,No,No,Yes,1,2,3,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,3,3,69.75,0
Yes,No,No,No,No,0,1,3,Month-to-Month,Offer D,Credit Card,None,1,2,20.25,0
No,Yes,No,Yes,Yes,0,0,2,Two Year,Offer A,Credit Card,Fiber Optic,7,4,90.2,0
No,No,No,No,No,0,0,3,Month-to-Month,None,Credit Card,None,1,1,20.25,0
Yes,No,No,No,No,2,1,3,Month-to-Month,Offer D,Bank Withdrawal,None,1,1,19.8,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Cable,4,0,59.45,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,2,84.25,0
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Cable,4,0,69.35,1
No,Yes,Yes,No,Yes,3,2,3,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,100.7,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer E,Credit Card,DSL,4,0,50.9,1
No,Yes,No,No,Yes,1,2,2,Month-to-Month,Offer E,Credit Card,DSL,2,0,25.05,0
Yes,Yes,No,No,Yes,1,1,3,Month-to-Month,Offer E,Mailed Check,DSL,3,0,30.25,0
No,Yes,Yes,Yes,Yes,1,1,3,Two Year,Offer B,Credit Card,Fiber Optic,8,4,94.55,0
Yes,Yes,No,No,Yes,1,1,0,Month-to-Month,None,Credit Card,Fiber Optic,3,3,87.8,0
Yes,Yes,Yes,Yes,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,8,4,107.4,0
No,Yes,No,Yes,Yes,3,2,0,Two Year,Offer A,Credit Card,Fiber Optic,6,4,94.1,0
Yes,No,No,No,No,0,0,0,One Year,None,Mailed Check,None,1,3,19.35,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,95.4,0
Yes,Yes,No,Yes,Yes,4,0,3,Two Year,Offer A,Credit Card,Fiber Optic,7,4,110.8,0
No,No,No,No,No,1,0,0,Month-to-Month,None,Credit Card,None,1,0,20.25,0
No,Yes,No,Yes,Yes,0,0,0,Month-to-Month,Offer E,Mailed Check,Cable,6,0,60.1,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer B,Bank Withdrawal,DSL,6,3,79.75,0
Yes,No,No,No,No,1,1,0,Month-to-Month,None,Credit Card,None,1,0,19.2,0
Yes,Yes,Yes,No,Yes,1,0,0,Month-to-Month,Offer B,Bank Withdrawal,DSL,3,3,40.15,0
Yes,Yes,Yes,No,No,4,0,3,One Year,Offer A,Bank Withdrawal,Fiber Optic,5,4,106.85,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,76.05,1
No,No,No,No,No,3,0,0,One Year,Offer C,Credit Card,None,1,3,19.3,0
Yes,Yes,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,1,75.15,0
Yes,Yes,Yes,Yes,No,2,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,7,3,106.75,1
No,Yes,Yes,No,Yes,2,0,2,One Year,Offer B,Bank Withdrawal,Cable,7,3,74.1,0
No,Yes,No,No,No,3,1,2,Month-to-Month,None,Bank Withdrawal,DSL,2,2,39.2,0
Yes,Yes,Yes,No,Yes,2,1,3,Month-to-Month,None,Bank Withdrawal,DSL,5,3,54.45,0
No,No,No,No,No,0,2,3,Two Year,Offer B,Credit Card,None,2,4,25.25,0
No,Yes,Yes,No,Yes,2,0,0,One Year,Offer A,Bank Withdrawal,DSL,5,4,65.2,0
No,Yes,No,No,No,4,0,3,One Year,None,Bank Withdrawal,DSL,2,3,55.8,0
No,No,No,No,No,0,0,0,Two Year,None,Credit Card,None,1,3,19.65,0
Yes,Yes,Yes,Yes,Yes,1,0,0,One Year,None,Credit Card,Fiber Optic,7,3,90.1,0
Yes,Yes,No,No,Yes,2,0,3,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,5,3,80.0,0
No,No,No,No,No,0,0,0,One Year,Offer C,Bank Withdrawal,None,1,3,20.6,0
Yes,Yes,No,Yes,Yes,3,1,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,7,3,107.5,0
No,Yes,Yes,Yes,Yes,0,0,0,Two Year,None,Bank Withdrawal,DSL,4,3,45.4,0
Yes,Yes,Yes,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,DSL,6,3,68.85,1
Yes,No,No,No,No,2,0,0,Two Year,None,Bank Withdrawal,None,1,3,20.2,0
Yes,Yes,Yes,No,Yes,2,0,0,One Year,None,Bank Withdrawal,DSL,6,2,78.55,0
No,Yes,No,No,No,3,2,0,Month-to-Month,None,Bank Withdrawal,Cable,3,3,60.35,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Credit Card,DSL,3,2,49.8,0
Yes,Yes,No,No,Yes,0,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,96.1,1
No,No,No,No,No,3,0,0,Two Year,None,Credit Card,None,1,3,20.15,0
Yes,Yes,Yes,Yes,Yes,3,1,3,Two Year,None,Bank Withdrawal,DSL,8,4,80.85,0
Yes,Yes,Yes,No,Yes,1,1,2,Two Year,None,Credit Card,DSL,7,4,83.6,0
No,Yes,Yes,Yes,Yes,2,0,0,Month-to-Month,None,Credit Card,Cable,5,1,56.65,1
Yes,Yes,No,No,Yes,2,1,0,Month-to-Month,None,Bank Withdrawal,Cable,5,1,97.85,1
No,Yes,No,Yes,Yes,0,1,2,One Year,None,Credit Card,DSL,5,3,60.3,0
Yes,Yes,No,No,Yes,0,0,1,Month-to-Month,Offer A,Credit Card,Fiber Optic,5,4,99.45,1
Yes,Yes,Yes,No,Yes,1,1,0,Two Year,None,Credit Card,DSL,5,3,60.0,0
Yes,Yes,Yes,Yes,Yes,4,0,0,Two Year,Offer B,Credit Card,DSL,6,4,70.2,1
Yes,Yes,Yes,No,Yes,0,0,0,Month-to-Month,Offer B,Credit Card,Fiber Optic,6,3,106.6,0
No,No,No,No,No,0,0,0,Two Year,Offer B,Mailed Check,None,2,4,25.25,0
Yes,Yes,No,No,Yes,3,0,3,Month-to-Month,None,Credit Card,Fiber Optic,3,0,70.4,0
Yes,Yes,Yes,Yes,Yes,1,0,0,One Year,None,Bank Withdrawal,Fiber Optic,7,4,109.5,1
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,80.25,1
No,Yes,No,Yes,Yes,2,0,0,Two Year,None,Credit Card,DSL,5,3,39.7,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,8,4,113.15,1
Yes,Yes,Yes,Yes,Yes,3,0,0,Two Year,Offer A,Bank Withdrawal,DSL,6,4,44.6,0
Yes,Yes,No,No,Yes,2,1,3,Month-to-Month,None,Credit Card,Fiber Optic,3,0,69.95,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,Offer D,Credit Card,DSL,5,1,53.75,0
Yes,Yes,Yes,Yes,Yes,1,1,3,Two Year,Offer A,Credit Card,Fiber Optic,8,4,106.1,0
No,No,No,No,No,3,1,0,Month-to-Month,None,Mailed Check,None,1,0,19.65,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Credit Card,DSL,3,0,45.4,0
No,Yes,Yes,Yes,Yes,3,0,0,Two Year,Offer D,Credit Card,DSL,5,1,49.85,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,88.45,1
No,No,No,No,No,1,1,3,Two Year,Offer B,Credit Card,None,1,3,19.5,0
Yes,Yes,Yes,No,Yes,0,0,3,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,7,3,111.45,0
Yes,No,No,No,No,2,0,0,Month-to-Month,None,Credit Card,None,1,0,20.05,0
Yes,Yes,No,No,Yes,0,2,0,Month-to-Month,Offer D,Bank Withdrawal,DSL,2,2,26.05,0
No,Yes,Yes,No,Yes,2,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,0,90.65,0
No,No,No,No,No,3,0,0,Month-to-Month,None,Credit Card,None,1,1,20.0,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,7,3,87.55,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,3,0,44.0,0
No,Yes,Yes,No,Yes,0,0,2,Month-to-Month,None,Credit Card,DSL,6,3,61.0,0
No,No,No,No,No,1,1,3,Month-to-Month,None,Credit Card,None,1,1,20.25,0
Yes,Yes,No,No,Yes,0,2,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,89.85,0
Yes,No,No,No,No,3,0,0,One Year,Offer B,Bank Withdrawal,None,1,3,19.85,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,0,46.6,0
Yes,Yes,Yes,No,Yes,2,0,0,One Year,None,Credit Card,Fiber Optic,6,3,106.95,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,1,75.85,0
No,No,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,None,1,0,19.65,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,95.1,0
Yes,Yes,Yes,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,DSL,5,1,55.6,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,74.9,1
Yes,No,No,No,No,2,0,0,Month-to-Month,Offer C,Credit Card,None,1,3,19.2,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Mailed Check,DSL,4,2,69.6,0
No,Yes,Yes,No,Yes,0,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,4,2,74.8,0
Yes,Yes,Yes,Yes,Yes,1,0,0,One Year,Offer B,Bank Withdrawal,DSL,7,3,86.95,0
No,No,No,No,No,4,0,0,Two Year,None,Credit Card,None,2,4,25.1,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Cable,4,0,50.1,0
Yes,Yes,Yes,No,Yes,4,0,0,Two Year,Offer E,Bank Withdrawal,DSL,4,1,48.2,0
No,Yes,No,No,No,2,0,0,Month-to-Month,Offer E,Credit Card,DSL,4,0,54.15,0
Yes,Yes,No,No,Yes,3,0,0,One Year,None,Credit Card,Fiber Optic,6,3,106.1,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,99.95,1
Yes,Yes,No,No,No,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,3,0,60.15,1
No,No,No,No,No,3,1,2,Month-to-Month,Offer D,Bank Withdrawal,None,1,2,20.4,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,4,1,48.7,1
No,Yes,Yes,Yes,Yes,2,0,3,Two Year,Offer B,Credit Card,Cable,5,3,48.15,0
Yes,Yes,No,No,Yes,4,0,1,Month-to-Month,None,Credit Card,Fiber Optic,3,1,80.45,1
Yes,Yes,No,No,Yes,4,2,1,One Year,None,Bank Withdrawal,DSL,3,3,39.1,0
Yes,Yes,No,Yes,Yes,2,0,2,Month-to-Month,None,Credit Card,DSL,5,2,66.6,0
Yes,Yes,No,Yes,Yes,3,0,0,Two Year,Offer C,Bank Withdrawal,Fiber Optic,6,3,105.45,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,79.7,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,89.5,1
No,Yes,No,No,Yes,2,0,0,One Year,None,Credit Card,DSL,2,0,25.85,0
No,Yes,Yes,No,Yes,0,2,2,One Year,Offer B,Credit Card,DSL,5,4,54.75,0
No,Yes,Yes,No,Yes,0,1,0,One Year,None,Credit Card,DSL,4,2,44.45,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Cable,3,3,39.85,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Two Year,Offer A,Credit Card,DSL,6,4,76.95,0
Yes,Yes,No,No,Yes,0,2,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,90.1,0
Yes,Yes,Yes,Yes,Yes,0,1,3,One Year,None,Credit Card,DSL,7,3,75.0,0
Yes,Yes,No,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Cable,5,2,90.6,1
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,2,0,24.8,1
Yes,Yes,No,No,Yes,4,1,0,Month-to-Month,Offer D,Mailed Check,Fiber Optic,4,2,74.45,1
No,Yes,Yes,Yes,Yes,3,2,0,Two Year,None,Bank Withdrawal,Cable,8,4,91.55,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer D,Credit Card,Cable,3,2,44.9,0
Yes,No,No,No,No,3,1,1,Two Year,Offer B,Credit Card,None,1,3,19.8,0
No,Yes,No,No,No,1,0,0,Month-to-Month,Offer E,Credit Card,Fiber Optic,2,0,70.7,0
No,Yes,Yes,Yes,Yes,3,0,3,Two Year,Offer C,Bank Withdrawal,DSL,5,3,59.55,0
No,No,No,No,No,0,0,0,Two Year,None,Credit Card,None,1,3,20.05,0
Yes,Yes,No,No,Yes,0,0,1,Month-to-Month,Offer B,Bank Withdrawal,Cable,4,3,50.25,1
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Cable,4,0,49.4,1
Yes,No,No,No,No,2,2,1,One Year,Offer B,Credit Card,None,1,3,20.85,0
Yes,Yes,No,No,Yes,4,0,2,Two Year,Offer E,Bank Withdrawal,DSL,3,0,29.9,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,94.1,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,0,90.7,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,1,45.0,0
No,Yes,No,No,Yes,2,1,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,94.4,1
No,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer D,Bank Withdrawal,DSL,4,1,51.2,0
No,Yes,Yes,Yes,Yes,0,0,2,Two Year,Offer A,Credit Card,Cable,6,4,67.85,0
Yes,Yes,Yes,No,Yes,3,0,0,One Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,111.3,1
No,No,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,None,1,1,19.25,1
Yes,Yes,No,No,No,0,0,3,Month-to-Month,Offer E,Bank Withdrawal,DSL,2,0,45.0,0
No,Yes,Yes,Yes,Yes,0,1,1,One Year,Offer A,Bank Withdrawal,Cable,8,4,78.35,0
No,Yes,No,No,Yes,3,0,0,One Year,None,Bank Withdrawal,Fiber Optic,4,3,75.15,0
Yes,Yes,Yes,No,Yes,2,0,2,One Year,None,Bank Withdrawal,Cable,6,3,61.6,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Two Year,Offer A,Credit Card,Fiber Optic,8,4,113.15,0
Yes,No,No,No,No,3,0,0,One Year,Offer C,Bank Withdrawal,None,1,3,19.6,0
Yes,Yes,Yes,Yes,Yes,3,1,2,Two Year,Offer A,Credit Card,Fiber Optic,8,4,114.05,0
Yes,Yes,Yes,No,Yes,0,1,3,Month-to-Month,Offer B,Bank Withdrawal,DSL,3,3,39.2,0
No,Yes,No,No,Yes,4,0,0,Two Year,None,Credit Card,Fiber Optic,3,0,81.5,0
Yes,Yes,Yes,Yes,Yes,2,0,0,One Year,Offer B,Bank Withdrawal,DSL,6,3,70.95,0
Yes,Yes,No,No,Yes,3,1,0,Month-to-Month,None,Credit Card,Fiber Optic,3,0,70.65,1
Yes,Yes,Yes,Yes,Yes,4,0,3,One Year,None,Bank Withdrawal,Fiber Optic,6,3,93.55,0
Yes,No,No,No,No,3,1,0,Two Year,None,Credit Card,None,2,4,24.8,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer B,Credit Card,Fiber Optic,5,3,89.3,0
No,Yes,Yes,No,Yes,1,1,3,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,0,97.1,0
Yes,Yes,No,No,Yes,4,1,2,Month-to-Month,None,Credit Card,Fiber Optic,5,3,88.75,0
Yes,Yes,No,Yes,Yes,0,0,0,Month-to-Month,Offer D,Credit Card,DSL,4,2,50.55,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,0,80.85,1
Yes,Yes,Yes,Yes,Yes,3,0,3,Two Year,Offer A,Credit Card,DSL,6,4,65.1,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,5,3,101.9,1
Yes,Yes,Yes,Yes,Yes,1,1,3,Two Year,Offer B,Credit Card,DSL,7,3,75.85,0
Yes,Yes,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,2,1,48.75,1
No,Yes,Yes,No,Yes,2,1,0,Month-to-Month,None,Credit Card,Cable,4,0,51.2,0
No,Yes,No,No,No,2,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,0,74.45,0
Yes,Yes,Yes,Yes,No,1,0,3,Two Year,None,Bank Withdrawal,Fiber Optic,7,4,94.25,0
No,Yes,No,Yes,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,90.55,0
No,Yes,Yes,Yes,Yes,3,1,0,Two Year,None,Credit Card,Fiber Optic,8,4,106.1,0
No,No,No,No,No,0,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.2,0
No,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,4,0,72.75,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,1,100.75,1
No,No,No,No,No,0,0,3,Two Year,Offer B,Mailed Check,None,2,4,24.4,0
Yes,Yes,Yes,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,0,99.6,1
Yes,Yes,No,No,Yes,0,1,3,Month-to-Month,None,Credit Card,DSL,5,1,55.55,0
No,No,No,No,No,1,0,0,Month-to-Month,None,Credit Card,None,1,0,20.35,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,6,3,93.4,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Two Year,Offer B,Bank Withdrawal,DSL,7,3,84.95,0
