online_security,paperless_billing,contract,internet_type,offer,payment_method,age_bins,family_size_bins,number_of_referrals_bins,tenure_in_months_bins,total_of_services_add,monthly_charge,churn_value
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,0,0,2,4,90.05,0
No,Yes,Month-to-Month,Cable,None,Mailed Check,2,0,0,0,2,24.45,1
Yes,No,Month-to-Month,DSL,Offer E,Credit Card,2,0,0,0,4,50.95,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,3,3,1,6,8,114.0,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,2,0,0,4,6,102.65,0
No,Yes,Month-to-Month,DSL,None,Mailed Check,0,0,0,0,3,51.0,1
No,Yes,Month-to-Month,None,Offer E,Credit Card,0,0,0,0,1,19.6,1
No,No,Two Year,None,None,Credit Card,1,0,0,3,1,19.4,0
No,No,Two Year,None,None,Bank Withdrawal,1,0,0,6,2,24.55,0
No,No,Month-to-Month,Cable,Offer E,Bank Withdrawal,3,0,0,0,2,35.9,1
No,Yes,Month-to-Month,None,Offer E,Credit Card,3,2,1,0,1,20.15,1
Yes,Yes,One Year,DSL,Offer B,Bank Withdrawal,3,2,2,6,8,79.4,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,2,0,0,2,3,69.95,0
Yes,Yes,One Year,DSL,Offer D,Credit Card,1,1,3,2,6,57.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,1,2,6,111.2,1
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,3,1,3,6,7,109.95,0
No,No,One Year,None,None,Bank Withdrawal,4,0,0,2,1,20.5,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,0,3,79.95,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,3,0,0,4,5,100.05,0
Yes,Yes,Two Year,Cable,Offer C,Mailed Check,1,0,0,3,5,55.65,0
Yes,Yes,Two Year,DSL,Offer B,Mailed Check,2,1,3,6,6,69.55,0
Yes,Yes,One Year,Cable,None,Bank Withdrawal,3,1,1,6,6,106.0,1
No,Yes,One Year,None,None,Credit Card,2,0,0,2,2,24.8,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,1,1,1,4,86.25,1
No,Yes,Two Year,None,None,Credit Card,3,2,3,3,2,25.4,0
No,No,Two Year,None,None,Bank Withdrawal,0,3,1,4,1,19.3,0
No,Yes,Two Year,Fiber Optic,Offer A,Credit Card,3,2,3,6,6,95.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,2,2,4,6,95.15,0
No,No,One Year,Cable,Offer C,Bank Withdrawal,0,2,0,3,5,77.2,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,4,1,1,0,2,36.45,1
No,No,One Year,Fiber Optic,Offer B,Credit Card,1,0,0,5,3,87.55,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,0,0,2,4,86.25,0
No,Yes,One Year,Fiber Optic,None,Credit Card,4,1,2,6,7,108.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,0,0,2,2,91.1,1
Yes,Yes,Two Year,Cable,None,Mailed Check,2,0,0,1,4,44.55,0
No,Yes,Two Year,None,None,Bank Withdrawal,2,3,1,5,1,20.35,0
No,No,Month-to-Month,None,None,Credit Card,0,2,3,4,1,20.45,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,5,7,99.9,0
No,Yes,One Year,Fiber Optic,Offer C,Bank Withdrawal,3,0,0,4,6,104.8,0
No,Yes,One Year,DSL,Offer B,Bank Withdrawal,1,1,3,6,5,79.8,0
No,No,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,3,0,0,4,4,75.25,1
No,Yes,Month-to-Month,Cable,Offer D,Credit Card,3,0,0,2,4,61.55,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,4,0,0,3,5,59.45,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,0,0,2,3,69.8,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,1,2,1,4,90.25,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,1,3,3,5,3,69.75,0
No,Yes,Month-to-Month,None,Offer D,Credit Card,0,2,3,2,1,20.25,0
No,No,Two Year,Fiber Optic,Offer A,Credit Card,0,1,2,6,7,90.2,0
No,No,Month-to-Month,None,None,Credit Card,0,1,3,1,1,20.25,0
No,Yes,Month-to-Month,None,Offer D,Bank Withdrawal,2,2,3,1,1,19.8,0
No,No,Month-to-Month,Cable,None,Bank Withdrawal,3,0,0,1,4,59.45,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,1,2,6,84.25,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,2,0,0,0,4,69.35,1
Yes,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,3,3,2,5,100.7,0
No,No,Month-to-Month,DSL,Offer E,Credit Card,3,0,0,0,4,50.9,1
No,No,Month-to-Month,DSL,Offer E,Credit Card,2,3,2,0,2,25.05,0
No,Yes,Month-to-Month,DSL,Offer E,Mailed Check,1,2,3,0,3,30.25,0
Yes,No,Two Year,Fiber Optic,Offer B,Credit Card,1,2,3,6,8,94.55,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,1,2,1,3,3,87.8,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,6,8,107.4,0
No,No,Two Year,Fiber Optic,Offer A,Credit Card,3,3,1,6,6,94.1,0
No,Yes,One Year,None,None,Mailed Check,0,0,0,5,1,19.35,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,2,4,95.4,0
No,Yes,Two Year,Fiber Optic,Offer A,Credit Card,4,1,3,6,7,110.8,0
No,No,Month-to-Month,None,None,Credit Card,1,0,0,0,1,20.25,0
No,No,Month-to-Month,Cable,Offer E,Mailed Check,0,0,0,0,6,60.1,1
No,Yes,Two Year,DSL,Offer B,Bank Withdrawal,4,0,0,5,6,79.75,0
No,Yes,Month-to-Month,None,None,Credit Card,1,2,0,0,1,19.2,0
Yes,Yes,Month-to-Month,DSL,Offer B,Bank Withdrawal,1,1,1,4,3,40.15,0
Yes,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,4,1,3,6,5,106.85,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,76.05,1
No,No,One Year,None,Offer C,Credit Card,4,0,0,3,1,19.3,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,1,3,75.15,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,1,3,5,7,106.75,1
Yes,No,One Year,Cable,Offer B,Bank Withdrawal,2,1,2,5,7,74.1,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,2,2,2,2,39.2,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,2,3,3,5,54.45,0
No,No,Two Year,None,Offer B,Credit Card,0,3,3,6,2,25.25,0
Yes,No,One Year,DSL,Offer A,Bank Withdrawal,3,1,1,6,5,65.2,0
No,No,One Year,DSL,None,Bank Withdrawal,4,1,3,4,2,55.8,0
No,No,Two Year,None,None,Credit Card,0,0,0,5,1,19.65,0
Yes,Yes,One Year,Fiber Optic,None,Credit Card,1,0,0,5,7,90.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,2,1,3,4,5,80.0,0
No,No,One Year,None,Offer C,Bank Withdrawal,0,0,0,3,1,20.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,2,3,3,7,107.5,0
Yes,No,Two Year,DSL,None,Bank Withdrawal,0,1,1,4,4,45.4,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,3,6,68.85,1
No,Yes,Two Year,None,None,Bank Withdrawal,2,0,0,5,1,20.2,0
Yes,Yes,One Year,DSL,None,Bank Withdrawal,2,0,0,2,6,78.55,0
No,No,Month-to-Month,Cable,None,Bank Withdrawal,3,3,1,3,3,60.35,0
No,Yes,Month-to-Month,DSL,None,Credit Card,0,1,1,2,3,49.8,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,2,4,4,96.1,1
No,No,Two Year,None,None,Credit Card,3,0,0,4,1,20.15,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,3,2,3,6,8,80.85,0
Yes,Yes,Two Year,DSL,None,Credit Card,1,2,2,6,7,83.6,0
Yes,No,Month-to-Month,Cable,None,Credit Card,2,0,0,2,5,56.65,1
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,2,2,0,1,5,97.85,1
No,No,One Year,DSL,None,Credit Card,0,2,2,4,5,60.3,0
No,Yes,Month-to-Month,Fiber Optic,Offer A,Credit Card,1,1,2,6,5,99.45,1
Yes,Yes,Two Year,DSL,None,Credit Card,1,2,1,4,5,60.0,0
Yes,Yes,Two Year,DSL,Offer B,Credit Card,4,0,0,6,6,70.2,1
Yes,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,0,0,0,5,6,106.6,0
No,No,Two Year,None,Offer B,Mailed Check,0,0,0,6,2,25.25,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,1,3,0,3,70.4,0
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,1,1,1,6,7,109.5,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,0,0,0,3,80.25,1
No,No,Two Year,DSL,None,Credit Card,2,0,0,5,5,39.7,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,2,1,1,6,8,113.15,1
Yes,Yes,Two Year,DSL,Offer A,Bank Withdrawal,3,0,0,6,6,44.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,2,2,3,0,3,69.95,0
No,Yes,Month-to-Month,DSL,Offer D,Credit Card,3,0,0,2,5,53.75,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,1,2,3,6,8,106.1,0
No,No,Month-to-Month,None,None,Mailed Check,3,2,0,1,1,19.65,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,1,0,0,0,3,45.4,0
Yes,No,Two Year,DSL,Offer D,Credit Card,3,0,0,2,5,49.85,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,3,88.45,1
No,No,Two Year,None,Offer B,Credit Card,1,2,3,5,1,19.5,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,0,1,3,5,7,111.45,0
No,Yes,Month-to-Month,None,None,Credit Card,2,0,0,0,1,20.05,0
No,Yes,Month-to-Month,DSL,Offer D,Bank Withdrawal,0,3,1,2,2,26.05,0
Yes,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,0,0,0,5,90.65,0
No,No,Month-to-Month,None,None,Credit Card,3,0,0,1,1,20.0,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,5,7,87.55,0
No,No,Month-to-Month,DSL,Offer E,Bank Withdrawal,3,0,0,0,3,44.0,0
Yes,No,Month-to-Month,DSL,None,Credit Card,0,1,2,3,6,61.0,0
No,No,Month-to-Month,None,None,Credit Card,1,2,3,1,1,20.25,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,3,3,3,5,89.85,0
No,Yes,One Year,None,Offer B,Bank Withdrawal,3,0,0,5,1,19.85,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,0,3,46.6,0
Yes,Yes,One Year,Fiber Optic,None,Credit Card,2,0,0,5,6,106.95,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,1,4,75.85,0
No,No,Month-to-Month,None,None,Bank Withdrawal,0,0,0,0,1,19.65,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,2,4,95.1,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,4,0,0,1,5,55.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,0,4,74.9,1
No,Yes,Month-to-Month,None,Offer C,Credit Card,2,0,0,3,1,19.2,0
No,No,Month-to-Month,DSL,Offer D,Mailed Check,3,0,0,2,4,69.6,0
Yes,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,0,1,1,2,4,74.8,0
Yes,Yes,One Year,DSL,Offer B,Bank Withdrawal,1,0,0,4,7,86.95,0
No,No,Two Year,None,None,Credit Card,4,0,0,6,2,25.1,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,0,4,50.1,0
Yes,Yes,Two Year,DSL,Offer E,Bank Withdrawal,4,0,0,1,4,48.2,0
No,No,Month-to-Month,DSL,Offer E,Credit Card,2,0,0,0,4,54.15,0
No,Yes,One Year,Fiber Optic,None,Credit Card,3,0,0,5,6,106.1,1
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,0,0,2,5,99.95,1
No,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,0,0,0,0,3,60.15,1
No,No,Month-to-Month,None,Offer D,Bank Withdrawal,3,2,2,2,1,20.4,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,1,1,1,4,48.7,1
Yes,No,Two Year,Cable,Offer B,Credit Card,2,1,3,4,5,48.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,4,1,2,1,3,80.45,1
No,Yes,One Year,DSL,None,Bank Withdrawal,4,3,2,3,3,39.1,0
No,Yes,Month-to-Month,DSL,None,Credit Card,2,1,2,2,5,66.6,0
No,Yes,Two Year,Fiber Optic,Offer C,Bank Withdrawal,3,1,0,3,6,105.45,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,1,3,79.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,3,89.5,1
No,No,One Year,DSL,None,Credit Card,3,0,0,0,2,25.85,0
Yes,No,One Year,DSL,Offer B,Credit Card,0,3,3,6,5,54.75,0
Yes,No,One Year,DSL,None,Credit Card,0,2,1,2,4,44.45,0
No,Yes,Two Year,Cable,None,Bank Withdrawal,4,0,0,3,3,39.85,0
Yes,Yes,Two Year,DSL,Offer A,Credit Card,2,1,1,6,6,76.95,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,3,1,0,3,90.1,0
Yes,Yes,One Year,DSL,None,Credit Card,0,2,3,5,7,75.0,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,2,5,90.6,1
No,No,Month-to-Month,Cable,Offer E,Bank Withdrawal,3,0,0,0,2,24.8,1
No,Yes,Month-to-Month,Fiber Optic,Offer D,Mailed Check,4,2,0,2,4,74.45,1
Yes,No,Two Year,Cable,None,Bank Withdrawal,3,3,1,6,8,91.55,0
No,No,Month-to-Month,Cable,Offer D,Credit Card,1,1,0,2,3,44.9,0
No,Yes,Two Year,None,Offer B,Credit Card,3,2,2,5,1,19.8,0
No,No,Month-to-Month,Fiber Optic,Offer E,Credit Card,1,0,0,0,2,70.7,0
Yes,No,Two Year,DSL,Offer C,Bank Withdrawal,3,1,3,3,5,59.55,0
No,No,Two Year,None,None,Credit Card,0,0,0,4,1,20.05,0
No,Yes,Month-to-Month,Cable,Offer B,Bank Withdrawal,1,1,2,4,4,50.25,1
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,0,4,49.4,1
No,Yes,One Year,None,Offer B,Credit Card,2,3,2,5,1,20.85,0
No,Yes,Two Year,DSL,Offer E,Bank Withdrawal,4,1,2,0,3,29.9,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,1,4,94.1,0
No,No,Month-to-Month,Fiber Optic,None,Credit Card,2,0,0,0,3,90.7,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,2,3,45.0,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,2,0,1,4,94.4,1
No,No,Month-to-Month,DSL,Offer D,Bank Withdrawal,2,0,0,1,4,51.2,0
Yes,No,Two Year,Cable,Offer A,Credit Card,0,1,3,6,6,67.85,0
Yes,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,3,1,0,6,7,111.3,1
No,No,Month-to-Month,None,None,Bank Withdrawal,3,0,0,1,1,19.25,1
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,0,1,3,0,2,45.0,0
Yes,No,One Year,Cable,Offer A,Bank Withdrawal,0,2,2,6,8,78.35,0
No,No,One Year,Fiber Optic,None,Bank Withdrawal,3,0,0,5,4,75.15,0
Yes,Yes,One Year,Cable,None,Bank Withdrawal,2,1,3,3,6,61.6,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,0,0,0,6,8,113.15,0
No,Yes,One Year,None,Offer C,Bank Withdrawal,3,0,0,3,1,19.6,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,3,2,2,6,8,114.05,0
Yes,Yes,Month-to-Month,DSL,Offer B,Bank Withdrawal,0,2,3,5,3,39.2,0
No,No,Two Year,Fiber Optic,None,Credit Card,4,0,0,0,3,81.5,0
Yes,Yes,One Year,DSL,Offer B,Bank Withdrawal,3,0,0,5,6,70.95,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,2,1,0,3,70.65,1
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,1,3,3,6,93.55,0
No,Yes,Two Year,None,None,Credit Card,3,2,1,6,2,24.8,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,2,0,0,4,5,89.3,0
Yes,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,2,3,0,4,97.1,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,4,2,2,5,5,88.75,0
No,Yes,Month-to-Month,DSL,Offer D,Credit Card,0,0,0,2,4,50.55,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,0,3,80.85,1
Yes,Yes,Two Year,DSL,Offer A,Credit Card,3,1,3,6,6,65.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,4,1,1,5,5,101.9,1
Yes,Yes,Two Year,DSL,Offer B,Credit Card,1,2,3,5,7,75.85,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,3,1,1,1,2,48.75,1
Yes,No,Month-to-Month,Cable,None,Credit Card,2,2,0,0,4,51.2,0
No,No,Month-to-Month,Fiber Optic,None,Credit Card,2,0,0,0,3,74.45,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,1,1,3,6,7,94.25,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,5,6,90.55,0
Yes,No,Two Year,Fiber Optic,None,Credit Card,3,2,1,6,8,106.1,0
No,No,Month-to-Month,None,Offer E,Credit Card,0,0,0,0,1,20.2,0
No,No,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,72.75,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,1,5,100.75,1
No,No,Two Year,None,Offer B,Mailed Check,0,1,3,6,2,24.4,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,0,5,99.6,1
No,Yes,Month-to-Month,DSL,None,Credit Card,1,2,3,1,5,55.55,0
No,No,Month-to-Month,None,None,Credit Card,1,1,0,0,1,20.35,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,0,0,4,6,93.4,0
Yes,Yes,Two Year,DSL,Offer B,Bank Withdrawal,0,1,0,6,7,84.95,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer C,Credit Card,1,1,1,3,4,99.55,1
No,No,Two Year,DSL,Offer B,Bank Withdrawal,0,0,0,5,6,70.1,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,3,6,95.55,1
No,Yes,Month-to-Month,Fiber Optic,None,Mailed Check,0,0,0,3,5,89.85,1
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,4,1,3,6,3,52.3,0
No,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,0,1,3,6,3,96.0,0
No,No,Two Year,DSL,None,Credit Card,4,1,2,5,4,49.8,0
No,No,Month-to-Month,Cable,None,Credit Card,2,0,0,2,3,49.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,3,4,94.45,1
Yes,No,Two Year,DSL,None,Credit Card,0,1,2,4,7,84.35,0
Yes,Yes,One Year,DSL,Offer A,Credit Card,1,1,3,6,5,53.65,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,4,5,98.8,1
No,No,Two Year,DSL,Offer C,Bank Withdrawal,3,1,3,3,6,80.55,0
No,Yes,Month-to-Month,None,Offer E,Mailed Check,3,0,0,0,1,20.05,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,1,1,0,3,69.95,1
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,3,1,1,4,6,108.3,0
No,No,Two Year,None,Offer A,Bank Withdrawal,3,0,0,6,1,19.7,0
No,No,Month-to-Month,None,None,Credit Card,0,0,0,0,1,20.95,1
Yes,Yes,Month-to-Month,Cable,None,Bank Withdrawal,4,0,0,2,3,41.9,1
No,No,Two Year,None,None,Bank Withdrawal,1,1,2,6,2,25.65,0
Yes,No,Month-to-Month,DSL,Offer C,Bank Withdrawal,1,2,3,3,5,54.3,0
No,Yes,Two Year,None,None,Bank Withdrawal,2,2,3,6,1,20.95,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,4,0,0,2,3,78.75,0
No,Yes,One Year,Cable,None,Credit Card,3,3,1,2,4,58.85,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,2,5,5,98.7,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Mailed Check,2,1,1,0,5,80.6,1
No,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,4,0,0,2,5,89.85,1
No,Yes,Two Year,Fiber Optic,None,Credit Card,3,1,2,4,3,95.2,0
No,No,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,2,4,95.3,0
Yes,Yes,Two Year,DSL,None,Credit Card,4,1,3,6,6,64.45,0
No,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,2,1,3,6,6,101.35,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,2,3,94.25,1
No,Yes,One Year,DSL,None,Credit Card,1,0,0,0,3,70.0,1
Yes,Yes,Two Year,DSL,None,Credit Card,1,0,0,5,8,89.25,0
Yes,No,Month-to-Month,DSL,None,Bank Withdrawal,0,2,2,2,6,83.25,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,2,1,1,2,5,89.45,1
Yes,Yes,Two Year,Cable,Offer B,Bank Withdrawal,2,1,1,6,7,84.95,0
No,No,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,0,5,64.6,0
Yes,Yes,One Year,Fiber Optic,None,Credit Card,3,2,3,4,7,91.25,0
No,Yes,Two Year,None,None,Bank Withdrawal,3,0,0,6,1,19.3,0
Yes,Yes,Month-to-Month,DSL,Offer C,Credit Card,0,0,0,3,6,79.0,0
No,No,Month-to-Month,Fiber Optic,None,Credit Card,0,0,0,0,3,70.7,1
No,No,Two Year,None,Offer B,Bank Withdrawal,3,0,0,5,1,19.75,1
No,Yes,Two Year,None,Offer A,Credit Card,3,1,3,6,2,26.0,0
No,Yes,Month-to-Month,DSL,None,Mailed Check,3,1,1,2,4,49.55,1
Yes,Yes,Month-to-Month,DSL,None,Credit Card,3,1,0,3,6,45.0,0
No,Yes,Month-to-Month,Cable,Offer B,Bank Withdrawal,4,1,2,5,6,84.2,1
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,0,2,3,6,5,104.3,0
Yes,No,One Year,Fiber Optic,Offer B,Bank Withdrawal,3,1,1,5,7,108.55,1
Yes,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,0,4,82.3,0
No,No,Two Year,None,None,Credit Card,0,3,3,3,2,25.75,0
No,Yes,One Year,None,Offer B,Mailed Check,1,0,0,5,1,21.2,0
Yes,No,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,2,4,50.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,0,4,6,107.75,0
No,No,Month-to-Month,DSL,Offer B,Mailed Check,2,2,1,4,4,50.2,0
Yes,Yes,Month-to-Month,DSL,None,Credit Card,1,0,0,3,5,56.7,0
No,Yes,Month-to-Month,Fiber Optic,Offer A,Credit Card,4,1,1,6,5,99.5,1
No,Yes,Month-to-Month,None,Offer C,Bank Withdrawal,3,2,3,3,2,25.75,0
No,No,Two Year,None,Offer E,Credit Card,1,0,0,0,1,20.45,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Credit Card,4,1,1,3,5,101.3,1
No,No,One Year,None,Offer C,Credit Card,3,2,3,3,1,20.05,0
Yes,Yes,One Year,Cable,None,Credit Card,1,0,0,4,7,76.35,0
No,No,One Year,Fiber Optic,Offer B,Bank Withdrawal,0,0,0,6,5,99.9,1
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,0,3,76.2,1
No,Yes,Month-to-Month,DSL,Offer D,Bank Withdrawal,2,2,2,2,3,30.35,0
Yes,No,Two Year,DSL,None,Credit Card,0,3,3,6,8,81.0,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,2,4,83.2,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,0,4,83.6,1
No,No,Two Year,None,Offer B,Mailed Check,0,2,1,5,1,19.85,0
No,Yes,Month-to-Month,None,None,Credit Card,2,2,3,3,1,19.15,0
No,Yes,Month-to-Month,None,Offer E,Mailed Check,2,0,0,0,1,20.15,1
No,Yes,Month-to-Month,None,None,Credit Card,2,0,0,0,1,20.5,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,1,0,0,4,5,100.85,1
No,No,One Year,None,Offer B,Bank Withdrawal,3,2,0,5,1,19.1,0
No,No,Month-to-Month,Cable,None,Credit Card,3,0,0,0,5,55.05,0
No,No,Two Year,Cable,Offer E,Credit Card,3,2,3,1,4,40.55,0
No,No,One Year,None,None,Mailed Check,3,0,0,3,1,19.7,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,2,4,85.3,0
Yes,No,Month-to-Month,DSL,Offer D,Credit Card,0,2,0,2,5,57.65,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,0,0,0,2,4,75.6,0
No,Yes,Month-to-Month,Cable,Offer E,Credit Card,1,1,3,1,5,54.75,0
No,No,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,0,5,6,94.6,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,4,5,99.75,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,4,1,1,0,3,46.0,1
No,No,Month-to-Month,None,None,Mailed Check,3,0,0,1,1,20.0,0
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,0,1,0,6,7,108.95,0
Yes,Yes,Month-to-Month,Cable,None,Bank Withdrawal,2,2,0,0,3,49.4,1
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,3,0,0,6,8,118.2,0
No,No,Month-to-Month,DSL,None,Mailed Check,3,0,0,2,5,73.35,0
